1,2,EG5787-ND,200MSP6T1B1M5RE,SWITCH TOGGLE SPST 0.4VA 20V,tav38,2,0,2.89,5.78
2,2,1738-1041-ND,DFR0299,DFPLAYER - A MINI MP3 PLAYER,tav38,2,0,5.9,11.80
